,product,category,sub_category,brand,sale_price,market_price,image_url,p_url,type,eancode,rating,description
20,Disinfectant Surface & Floor Cleaner Liquid - Lavender,Cleaning & Household,All Purpose Cleaners,Lizol,671,724,https://www.bigbasket.com/media/uploads/p/s/1206564_2-lizol-disinfectant-surface-floor-cleaner-liquid-lavender.jpg,https://www.bigbasket.com/pd/1206564/lizol-disinfectant-surface-floor-cleaner-liquid-lavender-2x2-l/,Floor & Other Cleaners,Invalid Code,4.3,"Lizol is Indias No. 1 Household Cleaning Brand which is highly recommended by the Indian Medical Association. Lizol guarantees to kill 99. 99% of disease-causing bacteria as well as germs while leaving your room smelling fragrant with a wide variety of mesmerising aromas. 

Removes 100 types of Stains & Germs. 
Use directly or diluted for regular use. Suitable for cleaning all kinds of surfaces. 
Leaves a Pleasant Fragrance.
Available Variants: Pine, Floral, Citrus, Jasmine, Lavender, Sandal, and Neem Available Sizes: 200ml, 500ml, 975ml, and 2L"
21,Glass Cleaner Liquid Spray,Cleaning & Household,All Purpose Cleaners,Colin,251.01,279,https://www.bigbasket.com/media/uploads/p/s/1207194_6-colin-glass-cleaner-liquid-spray.jpg,https://www.bigbasket.com/pd/1207194/colin-glass-cleaner-liquid-spray-3x500-ml/,"Kitchen, Glass & Drain",Invalid Code,4.3,Colin Cleaner Glass and Household have vinegar as the main ingredient known for its strong cleansing action. It removes the dust from your surfaces and makes them spick and span. It is not too harsh on the skin and this formula doesn't even bother your nose. It makes cleaning all kinds of glass surfaces and appliances a breeze.
22,Disinfectant Toilet Cleaner - White & Shine Bleach,Cleaning & Household,All Purpose Cleaners,Harpic,77.22,89,https://www.bigbasket.com/media/uploads/p/s/263760_8-harpic-disinfectant-toilet-cleaner-white-shine-bleach.jpg,https://www.bigbasket.com/pd/263760/harpic-disinfectant-toilet-cleaner-white-shine-bleach-500-ml/,Toilet Cleaners,8901396153009,4.3,"Cleaning the toilet is often the most hated and one house chore that tops the list of the worst house chores we have to complete. But an effective, reliable, strong and disinfecting toilet cleaner can make a big difference in getting this chore done with lesser frustration and quicker results. Harpic brings to you one such product that can make your toilet cleaning task a little less annoying and tiring. The Harpic White & Shine Bleach is a 2 in 1 formula that has quick action on stains, giving you superior results that are unbeatable! Harpic White & Shine Bleach is everything your toilet needs. It cleans all those annoying brown stains that just would not come out before. Always use Harpic toilet separately. Do not mix with other products. Harpic White & Shine Bleach is a disinfectant toilet cleaner, plus bleach, with a triple action that kills 99% germs, removes stain and whitens the toilet bowl. Harpic White & Shine Bleach has thick toilet cleaning formula that grips to the sides of the toilet bowl for superior performance. Its unique formula contains bleach for ultimate shine, leaving your toilet disinfected, refreshed and shining brilliantly. Your toilet will look whiter with regular use."
23,Disinfectant Bathroom Cleaner Liquid - Floral,Cleaning & Household,All Purpose Cleaners,Harpic,307,362,https://www.bigbasket.com/media/uploads/p/s/1208979_1-harpic-disinfectant-bathroom-cleaner-liquid-floral.jpg,https://www.bigbasket.com/pd/1208979/harpic-disinfectant-bathroom-cleaner-liquid-floral-2x1-l/,Toilet Cleaners,Invalid Code,4.3,"Harpic bathroom cleaner gives you unbeatable cleaning on greasy soil and particulate matter and Harpic freshness for the whole bathroom. Its thick liquid formula with powerful cleaning agents removes tough stains and kills 99.9 percent of germs. It also gives your bathroom a pleasant fresh fragrance. Used for regular cleaning of bathroom floor and tiles. Use 1.5 capfuls in half bucket of water. For tough stains and sink. Use undiluted to clean for best results. Then scrub gently and rinse. For disinfection of bathroom floor, tiles, and sink. Use undiluted for best results or dilute using 1.5 capfuls in half bucket of water. Apply on the surface, leave for 5 minutes then scrub gently and rinse. Suitable for most bathroom surfaces. Do not use aluminium, brass, and copper. Always spot-check on a small, hidden area before using. Always use Harpic bathroom cleaner separately. Do not mix with other products."
24,"Bathroom Cleaner Liquid - Lemon 1 L + Toilet Cleaner - Bleach, White & Shine - 500 ml",Cleaning & Household,All Purpose Cleaners,Harpic,227.58,270,https://www.bigbasket.com/media/uploads/p/s/1208844_4-harpic-bathroom-cleaner-liquid-lemon-1-l-toilet-cleaner-bleach-white-shine-500-ml.jpg,https://www.bigbasket.com/pd/1208844/harpic-bathroom-cleaner-liquid-lemon-1-l-toilet-cleaner-bleach-white-shine-500-ml-combo/,Toilet Cleaners,Invalid Code,,"Harpic Bathroom Cleaner gives you unbeatable cleaning on greasy soil and particulate matter and Harpic Freshness for the whole bathroom. Its thick liquid formula with powerful cleaning agents removes tough stains and kills 99.9% of germs. It also gives your bathroom a pleasant fresh fragrance.
Harpic Toilet Cleaner: Harpic is Indias No.1 Toilet Cleaning Brand which is highly recommended by the Indian Medical Association. Harpic guarantees to kill 99.99% of disease-causing bacteria as well as germs while leaving your toilets and bathrooms smelling fragrant with a wide variety of mesmerising aromas.

Removes 100 types of Stains & Germs.
99% germ kill action.
It Whitens the dull toilet surface.
Bleach for a sparkling white toilet.
Available Variants: Power Plus Original, Power Plus Rose, Power Plus Orange in sizes: 200ml, 500ml, and 1L."
25,Disinfectant Spray Sanitizer For Germ-Protection - Original Pine,Cleaning & Household,All Purpose Cleaners,Dettol,286.9,318,https://www.bigbasket.com/media/uploads/p/s/1213066_2-dettol-disinfectant-spray-sanitizer-for-germ-protection-original-pine.jpg,https://www.bigbasket.com/pd/1213066/dettol-disinfectant-spray-sanitizer-for-germ-protection-original-pine-2x225-ml/,Disinfectant Spray & Cleaners,Invalid Code,4.2,"Dettol Disinfectant spray protects you and your family from 100 illness-causing germs and bacteria. Proven to be >99.9% effective at inactivating any kind of harmful germs with 5 minutes contact time when tested under dirty conditions, as per standard testing protocol. This alcohol (denatured) surface disinfectant spray sanitizes your home and eliminates odour causing bacteria. It helps in killing cold and flu germs. 
Dettol disinfectant spray can be used in the toilet area, dustbin, kitchen sink, shower bases, taps, sofas, curtains, carpets, car seats etc. leaving everything clean and fresh. It safely kills germs on everyday items and leaves behind a pleasant pine fragrance. This multipurpose disinfectant cleaner for home is recommended by the Indian Medical Association."
26,Dranex Drain Cleaner,Cleaning & Household,All Purpose Cleaners,Kiwi,128,135,https://www.bigbasket.com/media/uploads/p/s/40156673_5-kiwi-dranex-drain-cleaner.jpg,https://www.bigbasket.com/pd/40156673/kiwi-dranex-drain-cleaner-50-g/,"Kitchen, Glass & Drain",Invalid Code,4.3,"Cleans blocked drainpipes
Melts kitchen grease and hair"
27,Kitchen Cleaner - Powers Through Grease & Grime,Cleaning & Household,All Purpose Cleaners,Mr Muscle,112,130,https://www.bigbasket.com/media/uploads/p/s/263939_10-mr-muscles-kitchen-cleaner-powers-through-grease-grime.jpg,https://www.bigbasket.com/pd/263939/mr-muscles-kitchen-cleaner-powers-through-grease-grime-500-ml/,"Kitchen, Glass & Drain",8906006439627,4.3,This Kitchen Cleaner powers through tough grease and grime. It effectively removes dirt from multiple kitchen surfaces. It has a pleasant scent without harsh smells. It kills 99.9% of germs.
28,Bathroom Cleaner Liquid 1 L + Lizol Double Concentrate Surface Cleaner 900 ml,Cleaning & Household,All Purpose Cleaners,Harpic,404,506,https://www.bigbasket.com/media/uploads/p/s/1213763_1-harpic-bathroom-cleaner-liquid-1-l-lizol-double-concentrate-surface-cleaner-900-ml.jpg,https://www.bigbasket.com/pd/1213763/harpic-bathroom-cleaner-liquid-1-l-lizol-double-concentrate-surface-cleaner-900-ml-combo/,Toilet Cleaners,Invalid Code,,"Harpic Disinfectant Bathroom Cleaner Liquid - Lemon, 1 L: Harpic bathroom cleaner gives you unbeatable cleaning on greasy soil and particulate matter and Harpic freshness for the whole bathroom. Its thick liquid formula with powerful cleaning agents removes tough stains and kills 99.9 per cent of germs. It also gives your bathroom a pleasant fresh fragrance. Used for regular cleaning of bathroom floor and tiles. Use 1.5 capfuls in half bucket of water. For tough stains and sink. Use undiluted to clean for best results. Then scrub gently and rinse. For disinfection of bathroom floor, tiles and sink. Use undiluted for best results or dilute using 1.5 capfuls in half bucket of water. Apply on the surface, leave for 5 minutes then scrub gently and rinse. Suitable for most bathroom surfaces. Do not use on aluminium, brass and copper. Always spot check on a small, hidden area before using. Always use Harpic bathroom cleaner separately. Do not mix with other products.
Lizol Double Concentrate Disinfectant Surface Cleaner - Citrus, Kills 99.9% Germs, 900 ml: Lizol Double Concentrate Disinfectant Surface Cleaner contains a distinctive formulation that kills 99.9% of germs to make your home surfaces safe to touch. This surface cleaner also gives 10 times better disinfection and cleaning standard phenyls & detergents, to keep the surfaces in your home protected from illness-causing germs. Just use half a cap of Lizol Double Concentrate for effective disinfection and a pleasant citrus fragrance. Lizol liquid surface cleaner is suitable for all floor types in India. The product is perfect for floors, tiles, sinks, kitchen counters and all other washable surfaces in your home."
29,Disinfectant Surface & Floor Cleaner - [Floral 2 L  + Lavender 2 L],Cleaning & Household,All Purpose Cleaners,Lizol,652,724,https://www.bigbasket.com/media/uploads/p/s/1202442_9-lizol-disinfectant-surface-floor-cleaner-floral-2-l-lavender-2-l.jpg,https://www.bigbasket.com/pd/1202442/lizol-disinfectant-surface-floor-cleaner-floral-2-l-lavender-2-l-combo/,Floor & Other Cleaners,Invalid Code,,"Lizol is Indias No.1 floor cleaning brand and recommended by the Indian Medical Association. Keep your home fresh and germ-free with Lizols comprehensive 3 in 1 home-care solution. Lizol Disinfectant Surface Cleaner contains a distinctive formulation that kills 99.9% germs and gives 10 times better cleaning and germ protection than standard Phenyls, keeping the whole house cleaner, shinier, and germ-free. The product is available in 8 different fragrances and is perfect for floors, tiles, sinks, kitchen counters, and all other washable surfaces in your home. Lizol disinfectant liquid can be used either directly or diluted. For light soiled areas you should clean with Lizol mixed with water, whereas, for heavily soiled areas it can be used without any dilution. Lizol takes complete care of your family by keeping your kitchen, bathroom, floor, furniture, and even the pets disinfected and clean. For instructions on cleaning different surfaces using Lizol read on."
30,Disinfectant Toilet Cleaner Liquid - Rose,Cleaning & Household,All Purpose Cleaners,Harpic,479.01,534,https://www.bigbasket.com/media/uploads/p/s/1207191_2-harpic-disinfectant-toilet-cleaner-liquid-rose.jpg,https://www.bigbasket.com/pd/1207191/harpic-disinfectant-toilet-cleaner-liquid-rose-3x1-l/,Toilet Cleaners,Invalid Code,4.4,"Harpic All in One is the one-stop shop for all toilet cleaning needs. Unlike ordinary cleaners, it combines the benefits of Tough stain removal, 99.9% germ kill, and Freshness. The result is a sparkling clean, hygienic, fresh, and germ-free toilet without any malodour with every use of Harpic. 5x power action: 5 times better at limescale removal VS ordinary cleaners, Helps eliminate mal-odour, Clings to attack stains, Kills all germs (*Post 60 minutes of contact with the undiluted product). Harpic All in One is the one-stop shop for all toilet cleaning needs. Unlike ordinary cleaners, it combines the benefits of Tough stain removal, 99.9% germ kill, and Freshness. The result is a sparkling clean, hygienic, fresh, and germ-free toilet without any malodour with every use of Harpic. 

5x power action:
5 times better at limescale removal VS ordinary cleaners.
Helps eliminate mal-odour,
Clings to attack stains,
Kills all germs (*Post 60 minutes of contact with the undiluted product).
Always use the Harpic toilet separately. Do not mix with other products."
31,"Glass Cleaner Liquid Refill Pack - Cleans Mirror, Car & Home Appliances",Cleaning & Household,All Purpose Cleaners,Colin,139,159,https://www.bigbasket.com/media/uploads/p/s/40174606_7-colin-glass-cleaner-liquid-refill-pack-cleans-mirror-car-home-appliances.jpg,https://www.bigbasket.com/pd/40174606/colin-glass-cleaner-liquid-refill-pack-cleans-mirror-car-home-appliances-1-l/,"Kitchen, Glass & Drain",Invalid Code,4.2,"A dirty glass surface can be an eyesore. While dust and germs tend to accumulate on glass surfaces, regularly cleaning them can help retain their shine and lustre. To keep your windows, appliances, cupboards, and furniture tip-top, the Colin Glass and Surface Cleaner are a must-have among your household cleaning products. Its new powerful formula effortlessly removes hard water stains, accumulated dirt, and other tough stains. 
Colin Glass Cleaner and Surface Cleaner is an all-around household cleaner that keeps your glass surfaces looking new. It contains vinegar as one of its main ingredients. Vinegar is known for its strong cleansing action that not only removes the dust but makes them simply spick and span. 
The surface cleaner provides a streak-free shine and is not too harsh on the skin. Colin has a fragrant formula that does not bother your nose. Its convenient trigger helps you spray directly on the stains for maximum effectiveness. It makes cleaning all kinds of glass and generally shiny surfaces as simple as a breeze. 
Colin Glass and surface cleaner, with the power of shine boosters, besides removing dirt, also provides 2 times more shine than regular cleaners. Colin cleans every surface thoroughly by cutting through all kinds of dirt, oil and grease stains revealing clean and shiny surfaces. Colin glass and surface cleaner are perfect for use on glass surfaces, washbasins and toilets, window grills and pipes, taps, bathtubs and showers, fridge, TV, oven, kitchen cabinets, ceramic floors, and wall tiles."
32,Fresh Guard Ocean Fresh Disinfectant Toilet Cleaner,Cleaning & Household,All Purpose Cleaners,Domex,92,135,https://www.bigbasket.com/media/uploads/p/s/40125579_2-domex-fresh-guard-ocean-fresh-disinfectant-toilet-cleaner.jpg,https://www.bigbasket.com/pd/40125579/domex-fresh-guard-ocean-fresh-disinfectant-toilet-cleaner-750-ml/,Toilet Cleaners,8901030780615,4.2,"Domex Fresh Guard Disinfectant Toilet Cleaner with freshness guard technology leaves a protective layer on your toilet commode/ceramic surface, thereby reducing water and germs adherence to the toilet surface. It contains a powerful formula which removes limescale and stains from the toilet by forming a stain-resistant layer on the toilet surface leaving it disinfected, fresh and clean. Domex Fresh Guard Disinfectant Toilet Cleaner gives you the reassurance of hygienic toilet and fresh fragrance for up to 3 days. It helps in removing germs that live on the surface, reducing the occurrence of stain marks and fights unpleasant smell. The ideal thickness of the toilet cleaner ensures an even spread across the toilet bowl and the innovative, colour changing formula ensures that all the germs are killed. Domex Fresh Guard Disinfectant Toilet Cleaner is available in two refreshing fragrance options - ocean fresh and lime fresh. Over the years, in over 35 countries globally, Domex has provided families with protection from harmful germs. Domex is committed to raising hygiene standards by improving general health and safety standards in communities around the world."
